actor_id,award_name,year,award_outcome,award_description
nm0000173,Central Ohio Film Critics Association,2011,"Nominee
COFCA Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Chicago Film Critics Association Awards,2003,"Nominee
CFCA Award","Best Actress
The Hours (2002)"
nm0000173,Chlotrudis Awards,1996,"Nominee
Chlotrudis Award","Best Actress
To Die For (1995)"
nm0000173,"Cinema Bloggers Awards, Portugal",2013,"Nominee
Cinema Bloggers Award","Best Supporting Actress - International Competition
The Paperboy (2012)"
nm0000173,Cinema for Peace Awards,2013,"Winner
Cinema for Peace Honorary Award",For her work with UN Women
nm0000173,"Cinema Writers Circle Awards, Spain",2002,"Nominee
CEC Award","Best Actress (Mejor Actriz)
The Others (2001)"
nm0000173,CinEuphoria Awards,2021,"Nominee
CinEuphoria","Best Song (Original or Adapted) - International Competition
The Prom (2020)

Shared with:

Matthew Sklar

(music & lyrics)        

Chad Beguelin

(music & lyrics)        

James Corden

(interpreter)        

Andrew Rannells

(interpreter)        

Meryl Streep

(interpreter)"
nm0000173,CinEuphoria Awards,2021,"Nominee
CinEuphoria","Best Song (Original or Adapted) - International Competition
The Prom (2020)

Shared with:

Matthew Sklar

(music & lyrics)        

Chad Beguelin

(music & lyrics)        

Jo Ellen Pellman

(interpreter)"
nm0000173,CinEuphoria Awards,2020,"Nominee
CinEuphoria","Best Actress - International Competition
Destroyer (2018)"
nm0000173,CinEuphoria Awards,2020,"Nominee
CinEuphoria","Best Ensemble - International Competition
Boy Erased (2018)

Shared with:

Joe Alwyn

Matt Burke

David Joseph Craig

Russell Crowe

Xavier Dolan

Joel Edgerton

Flea

Lucas Hedges

Emily Hinkler

Jesse LaTourette

Victor McCay

Devin Michael

William Ngo

Théodore Pellerin

Britton Sear

Troye Sivan"
nm0000173,CinEuphoria Awards,2019,"Nominee
CinEuphoria","Best Supporting Actress - International Competition
The Killing of a Sacred Deer (2017)"
nm0000173,CinEuphoria Awards,2017,"Winner
CinEuphoria","Best Supporting Actress - International Competition
Lion (2016)"
nm0000173,CinEuphoria Awards,2016,"Winner
CinEuphoria","Best Actress - International Competition
Strangerland (2015)"
nm0000173,CinEuphoria Awards,2014,"Winner
CinEuphoria","Best Actress - International Competition
Rabbit Hole (2010)

Hemingway & Gellhorn (2012)

Stoker (2013)


Tied with Cate Blanchett for Blue Jasmine (2013)"
nm0000173,CinEuphoria Awards,2014,"Nominee
CinEuphoria","Best Duo - International Competition
Rabbit Hole (2010)

Shared with:

Aaron Eckhart"
nm0000173,Columbus Film Critics Association,2018,"Nominee
COFCA Award","Actor of the Year
The Beguiled (2017)

The Killing of a Sacred Deer (2017)"
nm0000173,Críticos de Cinema Online Portugueses Awards,2013,"Nominee
CCOP","Best Supporting Actress (Melhor Atriz Secundária)
The Paperboy (2012)"
nm0000173,Dallas-Fort Worth Film Critics Association Awards,2018,"Nominee
DFWFCA Award","Best Actress
Destroyer (2018)


5th place"
nm0000173,Dallas-Fort Worth Film Critics Association Awards,2010,"Nominee
DFWFCA Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Dallas-Fort Worth Film Critics Association Awards,2004,"Nominee
DFWFCA Award","Best Actress
Cold Mountain (2003)"
nm0000173,Dallas-Fort Worth Film Critics Association Awards,2003,"Nominee
DFWFCA Award","Best Actress
The Hours (2002)"
nm0000173,Dallas-Fort Worth Film Critics Association Awards,2002,"Nominee
DFWFCA Award","Best Actress
Moulin Rouge! (2001)"
nm0000173,Denver Film Critics Society,2017,"Nominee
DFCS Award","Best Supporting Actress
Lion (2016)"
nm0000173,Detroit Film Critics Society Awards,2010,"Nominee
DFCS Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Elle Women in Hollywood Awards,2019,"Winner
Woman of the Year",
nm0000173,Elle Women in Hollywood Awards,2008,"Winner
Icon Award",
nm0000173,Elle Women in Hollywood Awards,2004,"Winner
Woman of the Year",
nm0000173,Elle Women in Hollywood Awards,2002,"Winner
Icon Award","Shared with:

Meryl Streep

Julianne Moore

Nina Jacobson"
nm0000173,"Empire Awards, UK",2018,"Winner
Empire Award","Best Actress in a TV Series
Big Little Lies (2017)"
nm0000173,"Empire Awards, UK",2004,"Nominee
Empire Award","Best Actress
Cold Mountain (2003)"
nm0000173,"Empire Awards, UK",2002,"Winner
Empire Award","Best Actress
Moulin Rouge! (2001)"
nm0000173,"Empire Awards, UK",2002,"Nominee
Empire Award","Best Actress
The Others (2001)"
nm0000173,"Empire Awards, UK",2000,"Nominee
Empire Award","Best Actress
Eyes Wide Shut (1999)"
nm0000173,"Empire Awards, UK",1996,"Winner
Empire Award","Best Actress
To Die For (1995)"
nm0000173,Fangoria Chainsaw Awards,2002,"Winner
Chainsaw Award","Best Actress
The Others (2001)"
nm0000173,Faro Island Film Festival,2019,"Nominee
Golden Carp Film Award - International","Best Performance by an Actress in a Supporting Role
How to Talk to Girls at Parties (2017)"
nm0000173,Faro Island Film Festival,2018,"Nominee
Golden Carp Film Award - International","Best Performance by an Actress in a Supporting Role
The Killing of a Sacred Deer (2017)"
nm0000173,Faro Island Film Festival,2018,"Nominee
Golden Carp Film Award - International","Best Ensemble Performance
The Beguiled (2017)

Shared with:

Colin Farrell

Kirsten Dunst

Elle Fanning

Oona Laurence

Angourie Rice

Addison Riecke

Emma Howard

Wayne Pére

Matt Story"
nm0000173,Film Critics Circle of Australia Awards,2019,"Nominee
FCCA Award","Best Supporting Actor - Female
Boy Erased (2018)"
nm0000173,Film Critics Circle of Australia Awards,2018,"Nominee
FCCA Award","Best Actress - Supporting Role
Lion (2016)"
nm0000173,Film Critics Circle of Australia Awards,2016,"Nominee
FCCA Award","Best Actress
Strangerland (2015)"
nm0000173,Film Critics Circle of Australia Awards,2014,"Nominee
FCCA Award","Best Actress
The Railway Man (2013)"
nm0000173,Film Critics Circle of Australia Awards,2002,"Nominee
FCCA Award","Best Actor - Female
Moulin Rouge! (2001)"
nm0000173,Film Independent Spirit Awards,2011,"Nominee
Independent Spirit Award","Best Female Lead
Rabbit Hole (2010)"
nm0000173,Fright Meter Awards,2013,"Nominee
Fright Meter Award","Best Supporting Actress
Stoker (2013)"
nm0000173,Fright Meter Awards,2001,"Winner
Fright Meter Award","Best Actress
The Others (2001)"
nm0000173,GALECA: The Society of LGBTQ Entertainment Critics,2019,"Nominee
Dorian Award",Wilde Artist of the Year
nm0000173,GALECA: The Society of LGBTQ Entertainment Critics,2018,"Winner
Dorian Award","TV Performance of the Year - Actress
Big Little Lies (2017)"
nm0000173,Georgia Film Critics Association (GAFCA),2017,"Nominee
GAFCA Award","Best Supporting Actress
Lion (2016)"
nm0000173,Global Nonviolent Film Festival,2012,"Winner
Jury Prize","Best Lead Actress
Rabbit Hole (2010)"
nm0000173,Gold Derby Awards,2020,"Nominee
Gold Derby TV Award","Drama Actress
Big Little Lies (2017)"
nm0000173,Gold Derby Awards,2019,"Nominee
Gold Derby TV Award","Drama Actress of the Decade
Big Little Lies (2017)


2nd place"
nm0000173,Gold Derby Awards,2018,"Nominee
Gold Derby TV Award","Movie/Limited Series Supporting Actress
Top of the Lake (2013)


For ""China Girl"""
nm0000173,Gold Derby Awards,2017,"Winner
Gold Derby TV Award","TV Movie/Mini Lead Actress
Big Little Lies (2017)"
nm0000173,Gold Derby Awards,2017,"Nominee
Gold Derby TV Award",Performer of the Year
nm0000173,Gold Derby Awards,2012,"Nominee
Gold Derby TV Award","TV Movie/Mini Lead Actress
Hemingway & Gellhorn (2012)"
nm0000173,Gold Derby Awards,2011,"Nominee
Gold Derby Award","Lead Actress
Rabbit Hole (2010)"
nm0000173,Gold Derby Awards,2010,"Nominee
Gold Derby Award",Performer of the Decade
nm0000173,Gold Derby Awards,2010,"Nominee
Gold Derby Award","Lead Actress of the Decade
Moulin Rouge! (2001)


As Satine"
nm0000173,Gold Derby Awards,2004,"Nominee
Gold Derby Award","Ensemble Cast
Cold Mountain (2003)

Shared with:

Eileen Atkins

Brendan Gleeson

Philip Seymour Hoffman

Jude Law

Natalie Portman

Giovanni Ribisi

Donald Sutherland

Ray Winstone

Renée Zellweger"
nm0000173,Gold Derby Awards,2003,"Winner
Gold Derby Award","Ensemble Cast
The Hours (2002)

Shared with:

Toni Collette

Claire Danes

Jeff Daniels

Stephen Dillane

Ed Harris

Allison Janney

John C. Reilly

Julianne Moore

Miranda Richardson

Meryl Streep"
nm0000173,Gold Derby Awards,2003,"Nominee
Gold Derby Award","Lead Actress
The Hours (2002)


As Virginia Woolf"
nm0000173,"Golden Camera, Germany",2017,"Winner
Golden Camera","Best International Actress
Lion (2016)

Secret in Their Eyes (2015)

Genius (2016)"
nm0000173,"Golden Globes, USA",2021,"Nominee
Golden Globe","Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television
The Undoing (2020)"
nm0000173,"Golden Globes, USA",2020,"Nominee
Golden Globe","Best Performance by an Actress in a Television Series - Drama
Big Little Lies (2017)"
nm0000173,"Golden Globes, USA",2019,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Destroyer (2018)"
nm0000173,"Golden Globes, USA",2018,"Winner
Golden Globe","Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television
Big Little Lies (2017)"
nm0000173,"Golden Globes, USA",2017,"Nominee
Golden Globe","Best Performance by an Actress in a Supporting Role in a Motion Picture
Lion (2016)"
nm0000173,"Golden Globes, USA",2013,"Nominee
Golden Globe","Best Performance by an Actress in a Supporting Role in a Motion Picture
The Paperboy (2012)"
nm0000173,"Golden Globes, USA",2013,"Nominee
Golden Globe","Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
Hemingway & Gellhorn (2012)"
nm0000173,"Golden Globes, USA",2011,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Rabbit Hole (2010)"
nm0000173,"Golden Globes, USA",2005,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Birth (2004)"
nm0000173,"Golden Globes, USA",2004,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
Cold Mountain (2003)"
nm0000173,"Golden Globes, USA",2003,"Winner
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
The Hours (2002)"
nm0000173,"Golden Globes, USA",2002,"Winner
Golden Globe","Best Performance by an Actress in a Motion Picture - Comedy or Musical
Moulin Rouge! (2001)"
nm0000173,"Golden Globes, USA",2002,"Nominee
Golden Globe","Best Performance by an Actress in a Motion Picture - Drama
The Others (2001)"
nm0000173,"Golden Globes, USA",1996,"Winner
Golden Globe","Best Performance by an Actress in a Motion Picture - Comedy or Musical
To Die For (1995)"
nm0000173,"Golden Globes, USA",1992,"Nominee
Golden Globe","Best Performance by an Actress in a Supporting Role in a Motion Picture
Billy Bathgate (1991)"
nm0000173,Golden Schmoes Awards,2002,"Nominee
Golden Schmoes","Best Actress of the Year
The Hours (2002)"
nm0000173,Golden Schmoes Awards,2002,"Nominee
Golden Schmoes",Favorite Celebrity of the Year
nm0000173,Golden Schmoes Awards,2001,"Winner
Golden Schmoes","Best Actress of the Year
Moulin Rouge! (2001)"
nm0000173,Golden Schmoes Awards,2001,"Winner
Golden Schmoes",Favorite Celebrity of the Year
nm0000173,Golden Schmoes Awards,2001,"Nominee
Golden Schmoes","Breakthrough Performance of the Year
The Others (2001)"
nm0000173,Golden Schmoes Awards,2001,"Nominee
Golden Schmoes","Best Actress of the Year
The Others (2001)"
nm0000173,Gotham Awards,2017,"Winner
Tribute Award",
nm0000173,Gotham Awards,2007,"Nominee
Gotham Independent Film Award","Best Ensemble Performance
Margot at the Wedding (2007)

Shared with:

Jack Black

Flora Cross

Ciarán Hinds

Jennifer Jason Leigh

Zane Pais

John Turturro"
nm0000173,Goya Awards,2002,"Nominee
Goya","Best Lead Actress (Mejor Actriz Principal)
The Others (2001)"
nm0000173,"GQ Awards, India",2019,"Winner
GQ Award",Actor of the Year
nm0000173,Greater Western New York Film Critics Association Awards,2018,"Nominee
GWNYFCA Award","Best Supporting Actress
Boy Erased (2018)"
nm0000173,Harper's Bazaar Women of the Year Awards,2015,"Winner
Harper's Bazaar Award","Theatre Icon

For ""Photograph 51"""
nm0000173,Hawaii Film Critics Society,2017,"Nominee
HFCS Award","Best Supporting Actress
Lion (2016)"
nm0000173,Heartland International Film Festival,2010,"Winner
Truly Moving Sound Award","Truly Moving Picture
Rabbit Hole (2010)"
nm0000173,Hollywood Film Awards,2018,"Winner
Career Achievement Award",
nm0000173,Hollywood Film Awards,2016,"Winner
Hollywood Film Award","Supporting Actress of the Year
Lion (2016)"
nm0000173,Hollywood Film Awards,2001,"Winner
Actress of the Year","Moulin Rouge! (2001)

The Others (2001)

Birthday Girl (2001)"
nm0000173,Houston Film Critics Society Awards,2010,"Nominee
HFCS Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Huading Award,2020,"Nominee
Huading Award","Best Global Supporting Actress in a Motion Picture
Bombshell (2019)"
nm0000173,Huading Award,2013,"Winner
Huading Award","Best Global Actress in a Motion Picture
The Paperboy (2012)"
nm0000173,IF Awards,2001,"Nominee
IF Award","Best Actress
Moulin Rouge! (2001)"
nm0000173,International Cinephile Society (ICS) Cannes Awards,2017,"Winner
ICS Cannes Award","Special Mention - Best Actress
The Beguiled (2017)

The Killing of a Sacred Deer (2017)"
nm0000173,International Cinephile Society Awards,2017,"Nominee
ICS Award","Best Supporting Actress
Lion (2016)"
nm0000173,International Cinephile Society Awards,2013,"Nominee
ICS Award","Best Supporting Actress
The Paperboy (2012)"
nm0000173,International Cinephile Society Awards,2005,"Nominee
ICS Award","Best Actress
Birth (2004)


Tied with Uma Thurman for Kill Bill: Vol. 2 (2004) in 2nd place"
nm0000173,International Online Cinema Awards (INOCA),2020,"Nominee
INOCA TV","Best Actress in a Drama Series
Big Little Lies (2017)"
nm0000173,International Online Cinema Awards (INOCA),2018,"Nominee
INOCA","Best Supporting Actress
The Killing of a Sacred Deer (2017)"
nm0000173,International Online Cinema Awards (INOCA),2017,"Winner
Halfway Award","Best Ensemble Cast
The Beguiled (2017)

Shared with:

Kirsten Dunst

Elle Fanning

Colin Farrell

Oona Laurence

Angourie Rice

Addison Riecke

Emma Howard"
nm0000173,International Online Cinema Awards (INOCA),2017,"Nominee
INOCA","Best Supporting Actress
Lion (2016)"
nm0000173,International Online Cinema Awards (INOCA),2017,"Nominee
Halfway Award","Best Actress
The Beguiled (2017)"
nm0000173,International Online Cinema Awards (INOCA),2015,"Nominee
INOCA TV","Best Actress in a Miniseries or TV Movie
Grace of Monaco (2014)"
nm0000173,International Online Cinema Awards (INOCA),2013,"Winner
Halfway Award","Best Supporting Actress
Stoker (2013)"
nm0000173,International Online Cinema Awards (INOCA),2013,"Nominee
INOCA","Best Supporting Actress
The Paperboy (2012)"
nm0000173,International Online Cinema Awards (INOCA),2011,"Nominee
INOCA","Best Actress
Rabbit Hole (2010)"
nm0000173,International Online Cinema Awards (INOCA),2008,"Nominee
INOCA","Best Actress
Margot at the Wedding (2007)"
nm0000173,International Online Cinema Awards (INOCA),2005,"Nominee
INOCA","Best Ensemble Cast
Dogville (2003)

Shared with:

Paul Bettany

James Caan

Lauren Bacall

Chloë Sevigny

Philip Baker Hall

Patricia Clarkson

John Hurt

Udo Kier

Stellan Skarsgård"
nm0000173,International Online Cinema Awards (INOCA),2003,"Nominee
INOCA","Best Actress
The Hours (2002)"
nm0000173,Irish Film and Television Awards,2018,"Nominee
IFTA Award","Best International Actress
The Killing of a Sacred Deer (2017)"
nm0000173,Italian Online Movie Awards (IOMA),2011,"Nominee
IOMA","Best Actress (Miglior attrice protagonista)
Rabbit Hole (2010)"
nm0000173,Italian Online Movie Awards (IOMA),2004,"Nominee
IOMA","Best Actress (Miglior attrice protagonista)
Dogville (2003)"
nm0000173,Italian Online Movie Awards (IOMA),2003,"Winner
IOMA","Best Actress (Miglior attrice protagonista)
The Hours (2002)"
nm0000173,Jupiter Award,2020,"Winner
Jupiter Award","Best International Actress
Boy Erased (2018)"
nm0000173,Jupiter Award,2003,"Winner
Jupiter Award","Best International Actress
Cold Mountain (2003)"
nm0000173,Kansas City Film Critics Circle Awards,2001,"Winner
KCFCC Award","Best Actress
The Others (2001)"
nm0000173,"Kids' Choice Awards, Australia",2007,"Nominee
Blimp Award",Fave Movie Star
nm0000173,"Kids' Choice Awards, Australia",2006,"Nominee
Blimp Award",Awesome Aussie
nm0000173,"Kids' Choice Awards, USA",1996,"Nominee
Blimp Award","Favorite Movie Actress
Batman Forever (1995)"
nm0000173,Las Vegas Film Critics Society Awards,2010,"Nominee
Sierra Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Las Vegas Film Critics Society Awards,2004,"Nominee
Sierra Award","Best Actress
Cold Mountain (2003)"
nm0000173,Las Vegas Film Critics Society Awards,2002,"Winner
Sierra Award","Best Actress
The Hours (2002)"
nm0000173,Las Vegas Film Critics Society Awards,2002,"Nominee
Sierra Award","Best Actress
Moulin Rouge! (2001)"
nm0000173,Logie Awards,1990,"Winner
Silver Logie","Most Outstanding Actress
Bangkok Hilton (1989)"
nm0000173,Logie Awards,1990,"Winner
Logie","Most Popular Actress in a Miniseries/Telemovie
Bangkok Hilton (1989)"
nm0000173,Logie Awards,1988,"Winner
Logie","Most Popular Actress in a Single Drama or Mini Series
Vietnam (1987)"
nm0000173,London Critics Circle Film Awards,2005,"Nominee
ALFS Award","Actress of the Year
Birth (2004)"
nm0000173,London Critics Circle Film Awards,2004,"Nominee
ALFS Award","Actress of the Year
Cold Mountain (2003)"
nm0000173,London Critics Circle Film Awards,2002,"Winner
ALFS Award","Actress of the Year
Moulin Rouge! (2001)

The Others (2001)"
nm0000173,London Critics Circle Film Awards,1996,"Winner
ALFS Award","Actress of the Year
To Die For (1995)"
nm0000173,Los Angeles Online Film Critics Society Awards,2018,"Nominee
LAOFCS Award","Best Actress
Destroyer (2018)"
nm0000173,Mill Valley Film Festival,2016,"Winner
Mill Valley Film Festival Award",Festival Tribute
nm0000173,MTV Movie + TV Awards,2002,"Winner
MTV Movie Award","Best Female Performance
Moulin Rouge! (2001)"
nm0000173,MTV Movie + TV Awards,2002,"Winner
MTV Movie Award","Best Musical Sequence
Moulin Rouge! (2001)

Shared with:

Ewan McGregor"
nm0000173,MTV Movie + TV Awards,2002,"Nominee
MTV Movie Award","Best Kiss
Moulin Rouge! (2001)

Shared with:

Ewan McGregor"
nm0000173,MTV Movie + TV Awards,2002,"Nominee
MTV Movie Award","Best Musical Sequence
Moulin Rouge! (2001)"
nm0000173,MTV Movie + TV Awards,1996,"Nominee
MTV Movie Award","Most Desirable Female
Batman Forever (1995)"
nm0000173,MTV Movie + TV Awards,1993,"Nominee
MTV Movie Award","Best On-Screen Duo
Far and Away (1992)

Shared with:

Tom Cruise"
nm0000173,"National Movie Awards, UK",2008,"Nominee
National Movie Award","Best Performance - Female
The Golden Compass (2007)"
nm0000173,Nevada Film Critics Society,2018,"Winner
NFCS Award","Best Actress
Destroyer (2018)


Tied with Toni Collette for Hereditary - Das Vermächtnis (2018)."
nm0000173,New York Film Critics Circle Awards,1996,"Nominee
NYFCC Award","Best Actress
The Portrait of a Lady (1996)"
nm0000173,New York Film Critics Circle Awards,1995,"Nominee
NYFCC Award","Best Actress
To Die For (1995)


4th Place"
nm0000173,New York Film Festival,2012,"Winner
Gala Tribute Award",
nm0000173,North Carolina Film Critics Association,2019,"Nominee
NCFCA Award","Best Supporting Actress
Boy Erased (2018)"
nm0000173,North Carolina Film Critics Association,2017,"Nominee
NCFCA Award","Best Supporting Actress
Lion (2016)"
nm0000173,"North Texas Film Critics Association, US",2017,"Nominee
NTFCA Award","Best Supporting Actress
The Killing of a Sacred Deer (2017)"
nm0000173,Online Film & Television Association,2021,"Nominee
OFTA Television Award","Best Actress in a Motion Picture or Limited Series
The Undoing (2020)"
nm0000173,Online Film & Television Association,2020,"Nominee
OFTA Television Award","Best Ensemble in a Drama Series
Big Little Lies (2017)"
nm0000173,Online Film & Television Association,2017,"Nominee
OFTA Film Award","Best Supporting Actress
Lion (2016)"
nm0000173,Online Film & Television Association,2017,"Nominee
OFTA Television Award","Best Actress in a Motion Picture or Limited Series
Big Little Lies (2017)"
nm0000173,Online Film & Television Association,2012,"Nominee
OFTA Television Award","Best Actress in a Motion Picture or Miniseries
Hemingway & Gellhorn (2012)"
nm0000173,Online Film & Television Association,2003,"Nominee
OFTA Film Award","Best Actress
The Hours (2002)"
nm0000173,Online Film & Television Association,2002,"Winner
OFTA Film Award","Best Music, Original Song
Moulin Rouge! (2001)

Shared with:

David Baerwald

(music and lyrics by)        

Ewan McGregor

(performed by)        



For the song ""Come What May""."
nm0000173,Online Film & Television Association,2002,"Nominee
OFTA Film Award","Best Actress
Moulin Rouge! (2001)"
nm0000173,Online Film & Television Association,2002,"Nominee
OFTA Film Award","Best Actress
The Others (2001)"
nm0000173,Online Film & Television Association,2002,"Nominee
OFTA Film Award","Best Music, Adapted Song
Moulin Rouge! (2001)

Shared with:

John Lennon

(music and lyrics by: All You Need is Love)        

Paul McCartney

(music and lyrics by: All You Need is Love and Silly Love Songs)        

Paul Stanley

(music and lyrics by: I Was Made for Loving You)        

Desmond Child

(music and lyrics by: I Was Made for Loving You)        

Vini Poncia

(music and lyrics by: I Was Made for Loving You)        

Phil Collins

(music and lyrics by: One More Night)        

Bono

(music and lyrics by: Pride - In the Name of Love)        

The Edge

(music and lyrics by: Pride - In the Name of Love)        

Adam Clayton

(music by: Pride - In the Name of Love)        

Larry Mullen Jr.

(music by: Pride - In the Name of Love)        

Kenny Gamble

(music and lyrics by: Don't Leave Me This Way)        

Leon Huff

(music and lyrics by: Don't Leave Me This Way)        

Cary Gilbert

(music and lyrics by: Don't Leave Me This Way)        

Jack Nitzsche

(music and lyrics by: Up Where We Belong)        

Buffy Sainte-Marie

(music and lyrics by: Up Where We Belong)        

Will Jennings

(music and lyrics by: Up Where We Belong)        

David Bowie

(music and lyrics by: Heroes)        

Brian Eno

(music and lyrics by: Heroes)        

Dolly Parton

(music and lyrics by: I Will Always Love You)        

Elton John

(music and lyrics by: Your Song)        

Bernie Taupin

(music and lyrics by: Your Song)        

Ewan McGregor

(performed by)        

Plácido Domingo

(performed by)        



For the song ""Elephant Love Medley""."
nm0000173,Online Film & Television Association,2002,"Nominee
OFTA Film Award","Best Music, Adapted Song
Moulin Rouge! (2001)

Shared with:

John Deacon

(music and lyrics by)        

Brian May

(music and lyrics by)        

Freddie Mercury

(music and lyrics by)        

Roger Taylor

(music and lyrics by)        

Jim Broadbent

(performed by)        

Anthony Weigh

(performed by)        



For the song ""The Show Must Go On""."
nm0000173,Online Film & Television Association,2000,"Nominee
OFTA Film Award","Best Actress
Eyes Wide Shut (1999)"
nm0000173,Online Film Critics Society Awards,2011,"Nominee
OFCS Award","Best Actress
Rabbit Hole (2010)"
nm0000173,Online Film Critics Society Awards,2002,"Nominee
OFCS Award","Best Actress
The Others (2001)"
nm0000173,Palm Springs International Film Festival,2017,"Winner
International Star Award","Lion (2016)



""One of the world's most luminous and versatile actresses, Nicole Kidman has filled so many ...                More


""One of the world's most luminous and versatile actresses, Nicole Kidman has filled so many unforgettable roles including her performances in The Hours, Moulin Rouge!, Cold Mountain, Rabbit Hole and dozens more,"" said Festival Chairman Harold Matzner. ""In her latest film, Lion, she gives yet another award-worthy performance as Sue Brierley, an Australian woman who adopts two young boys from India. The Palm Springs International Film Festival is honored to present the International Star Award to Nicole Kidman."""
nm0000173,Palm Springs International Film Festival,2005,"Winner
Chairman's Award","""The festival takes great plea sure in presenting Nicole Kidman with our highest honor, the ...                More


""The festival takes great plea sure in presenting Nicole Kidman with our highest honor, the distinguished Chairman's Award,"" festival chairman Earl Greenburg said. ""The award is designed to acknowledge actors who take risks in their selection of roles and in their performances. We would like to commend Ms. Kidman on her passion for challenging and unusual material and for working with the most daring and gifted directors with singular vision."
nm0000173,"People's Choice Awards, USA",2019,"Nominee
People's Choice Award","Favorite TV Drama
Big Little Lies (2017)"
nm0000173,"People's Choice Awards, USA",2006,"Nominee
People's Choice Award",Favorite Female Movie Star
nm0000173,"People's Choice Awards, USA",2005,"Nominee
People's Choice Award",Favorite Female Movie Star
nm0000173,"People's Choice Awards, USA",2003,"Nominee
People's Choice Award",Favorite Motion Picture Actress
nm0000173,PGA Awards,2021,"Nominee
PGA Award","Outstanding Producer of Limited Series Television
The Undoing (2020)

Shared with:

Susanne Bier

David E. Kelley

Per Saari

Bruna Papandrea

Stephen Garrett

Celia D. Costas

Deb Dyer"
nm0000173,PGA Awards,2020,"Nominee
PGA Award","Outstanding Producer of Episodic Television, Drama
Big Little Lies (2017)

Shared with:

David E. Kelley

Jean-Marc Vallée

Andrea Arnold

Reese Witherspoon

Bruna Papandrea

Per Saari

Gregg Fienberg

Nathan Ross

David Auge

Lauren Levy Neustadter

Liane Moriarty



Season 2"
nm0000173,PGA Awards,2018,"Nominee
PGA Award","Outstanding Producer of Episodic Television, Drama
Big Little Lies (2017)

Shared with:

David E. Kelley

Jean-Marc Vallée

Reese Witherspoon

Bruna Papandrea

Per Saari

Gregg Fienberg

Nathan Ross

Barbara A. Hall



Season 1"
nm0000173,Phoenix Film Critics Society Awards,2003,"Nominee
PFCS Award","Best Actress in a Leading Role
The Hours (2002)"
nm0000173,Phoenix Film Critics Society Awards,2003,"Nominee
PFCS Award","Best Acting Ensemble
The Hours (2002)

Shared with:

Toni Collette

Claire Danes

Jeff Daniels

Stephen Dillane

Ed Harris

Allison Janney

Julianne Moore

John C. Reilly

Miranda Richardson

Meryl Streep"
nm0000173,Phoenix Film Critics Society Awards,2002,"Nominee
PFCS Award","Best Actress in a Leading Role
The Others (2001)"
nm0000173,Razzie Awards,2012,"Nominee
Razzie Award","Worst Supporting Actress
Just Go with It (2011)"
nm0000173,Razzie Awards,2006,"Winner
Razzie Award","Worst Screen Couple
Bewitched (2005)

Shared with:

Will Ferrell"
nm0000173,Russian Guild of Film Critics,2003,"Winner
Golden Aries","Best Foreign Actress
Dogville (2003)"
nm0000173,Russian Guild of Film Critics,2002,"Nominee
Golden Aries","Best Foreign Actress
The Others (2001)"
nm0000173,Russian National Movie Awards,2014,"Nominee
Georges Award",Best Foreign Actress of the Decade
nm0000173,Russian National Movie Awards,2008,"Nominee
Georges Award",Best Foreign Actress
nm0000173,San Diego Film Critics Society Awards,2018,"Winner
SDFCS Award","Best Supporting Actress
Boy Erased (2018)"
nm0000173,San Diego Film Critics Society Awards,2016,"Nominee
SDFCS Award","Best Supporting Actress
Lion (2016)"
nm0000173,Sant Jordi Awards,2004,"Nominee
Sant Jordi","Best Foreign Actress (Mejor Actriz Extranjera)
The Hours (2002)"
nm0000173,Santa Barbara International Film Festival,2011,"Winner
Cinema Vanguard Award",
nm0000173,Satellite Awards,2021,"Nominee
Satellite Award","Best Actress in a Supporting Role
The Prom (2020)"
nm0000173,Satellite Awards,2021,"Nominee
Satellite Award","Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television
The Undoing (2020)"
nm0000173,Satellite Awards,2019,"Nominee
Satellite Award","Best Actress in a Motion Picture, Drama
Destroyer (2018)"
nm0000173,Satellite Awards,2019,"Nominee
Satellite Award","Best Actress in a Supporting Role
Boy Erased (2018)"
nm0000173,Satellite Awards,2019,"Nominee
Satellite Award","Best Actress in a Supporting Role
Bombshell (2019)"
nm0000173,Satellite Awards,2018,"Winner
Satellite Award","Best Actress in a Miniseries or a Motion Picture Made for Television
Big Little Lies (2017)"
nm0000173,Satellite Awards,2017,"Nominee
Satellite Award","Best Actress in a Supporting Role
Lion (2016)"
nm0000173,Satellite Awards,2012,"Nominee
Satellite Award","Best Actress in a Miniseries or a Motion Picture Made for Television
Hemingway & Gellhorn (2012)"
